,location,total_sqft,bath,price,bhk,encoded_loc
2823,Murugeshpalya,1845.0,3,91.0,3,165
2824,Sarjapura - Attibele Road,1676.0,3,52.0,3,195
2825,Uttarahalli,1137.0,2,63.0,2,216
2826,Electronic City,1360.0,2,70.5,3,74
2827,others,1374.0,2,70.0,3,230
2828,Whitefield,3227.0,5,250.0,5,224
2829,others,2145.0,4,125.0,4,230
2830,Kasavanhalli,2170.0,3,151.0,3,130
2831,others,1080.0,2,55.0,2,230
2832,Electronic City Phase II,1790.0,3,100.0,3,75
2833,Doddathoguru,550.0,1,17.0,1,70
2834,Somasundara Palya,1033.0,2,48.0,2,202
2835,others,1000.0,2,80.0,2,230
2836,others,1240.0,2,52.6,2,230
2837,others,1500.0,2,97.0,3,230
2838,Marathahalli,1730.0,3,139.0,3,161
2839,Kasavanhalli,1915.0,3,80.0,3,130
2840,Whitefield,1545.0,3,79.0,3,224
2841,others,1865.0,4,140.0,3,230
2842,Hebbal Kempapura,1150.0,2,40.0,2,93
2843,others,1200.0,2,49.0,2,230
2844,Kengeri,963.0,2,40.0,2,135
2845,Kaikondrahalli,1700.0,4,108.0,4,120
2846,Lingadheeranahalli,1682.0,3,120.0,3,154
2847,Yelahanka,1371.0,2,65.0,3,226
2848,Hennur Road,901.0,2,49.5,2,96
2849,Ambalipura,1730.0,3,120.0,3,12
2850,EPIP Zone,1500.0,3,102.0,3,73
2851,Sarjapur  Road,3785.0,6,280.0,4,194
2852,others,3500.0,4,245.0,4,230
2853,others,1203.0,2,59.86,2,230
2854,Horamavu Banaswadi,1357.0,2,54.0,2,99
2855,others,1600.0,3,76.0,3,230
2856,Yelahanka New Town,350.0,1,13.5,1,227
2857,Varthur,1665.0,3,53.0,3,217
2858,Sarjapur  Road,835.0,1,46.95,1,194
2859,Haralur Road,1444.0,2,80.0,3,90
2860,Kanakapura,1277.0,2,55.0,2,126
2861,Lingadheeranahalli,1521.0,3,94.71,3,154
2862,others,1134.0,2,40.0,2,230
2863,others,995.0,2,34.82,2,230
2864,Old Madras Road,2760.0,5,157.0,3,177
2865,Marathahalli,1325.0,1,92.0,2,161
2866,Kothanur,4000.0,6,150.0,6,146
2867,Marathahalli,1525.0,3,90.0,3,161
2868,others,1320.0,2,73.0,3,230
2869,Electronics City Phase 1,650.0,1,23.0,1,76
2870,Electronic City,1150.0,2,38.0,2,74
2871,Electronic City Phase II,769.0,2,40.0,2,75
2872,Electronic City,1571.0,3,105.0,3,74
2873,Hennur Road,1445.0,3,86.56,3,96
2874,Bommasandra,902.0,2,49.0,2,48
2875,Sarjapur,2238.0,3,140.0,3,193
2876,Electronic City,1090.0,2,31.49,2,74
2877,Yelahanka,1712.0,3,82.0,3,226
2878,Haralur Road,1088.0,2,68.0,2,90
2879,Somasundara Palya,1575.0,3,63.1,3,202
2880,Kundalahalli,1920.0,3,150.0,3,150
2881,Margondanahalli,1000.0,2,57.0,2,162
2882,others,1100.0,2,56.1,2,230
2883,Electronic City,1089.0,2,45.0,2,74
2884,Horamavu Agara,1106.0,2,43.09,2,98
2885,Kengeri,927.0,2,37.0,2,135
2886,Kanakpura Road,1339.0,2,58.0,2,127
2887,Thanisandra,923.0,1,45.69,1,209
2888,Lakshminarayana Pura,1175.0,2,75.0,2,153
2889,Thubarahalli,975.0,2,55.0,2,211
2890,Hebbal,2400.0,4,180.0,3,92
2891,Subramanyapura,1330.0,3,72.0,3,205
2892,Thanisandra,1183.0,2,59.74,2,209
2893,Harlur,1758.0,3,133.0,3,91
2894,Pai Layout,1100.0,2,50.0,2,179
2895,Ramamurthy Nagar,1170.0,2,46.8,2,188
2896,others,2400.0,5,120.0,5,230
2897,Raja Rajeshwari Nagar,1530.0,3,51.77,3,184
2898,Hebbal,1420.0,2,107.0,2,92
2899,Kanakpura Road,1591.0,3,115.0,3,127
2900,others,675.0,3,52.0,2,230
2901,Hoodi,1055.0,2,57.63,2,97
2902,Iblur Village,1918.0,3,129.0,3,107
2903,Sarjapur  Road,1280.0,2,76.0,2,194
2904,Nagarbhavi,1560.0,3,66.0,3,169
2905,Sarjapur  Road,1145.0,2,49.5,2,194
2906,others,1801.0,3,139.0,3,230
2907,Hebbal,1320.0,2,92.0,2,92
2908,others,1350.0,2,65.0,3,230
2909,Kalyan nagar,3800.0,5,300.0,4,122
2910,Bannerghatta Road,1344.0,2,42.0,3,34
2911,Bannerghatta Road,1893.0,3,100.0,3,34
2912,Chandapura,1107.0,2,43.0,3,55
2913,Lakshminarayana Pura,1190.0,2,75.0,2,153
2914,Whitefield,1000.0,2,35.0,2,224
2915,others,2400.0,2,160.0,2,230
2916,Kumaraswami Layout,1000.0,2,48.5,2,149
2917,Jalahalli,2113.0,3,155.0,3,111
2918,KR Puram,1100.0,2,46.0,2,115
2919,Harlur,1884.0,4,120.0,4,91
2920,Electronic City,1110.0,2,40.0,2,74
2921,others,1250.0,3,40.0,3,230
2922,Sarjapur  Road,1470.0,3,62.0,3,194
2923,others,1150.0,2,75.0,2,230
2924,Kudlu Gate,703.0,1,52.0,1,148
2925,others,1400.0,2,62.0,3,230
2926,Bellandur,1195.0,2,51.0,2,40
2927,others,1302.0,2,69.1,2,230
2928,Begur Road,1583.0,3,74.4,3,39
2929,others,1488.0,2,60.0,3,230
2930,Whitefield,3262.0,4,260.0,4,224
2931,Electronic City,1600.0,3,104.0,3,74
2932,Old Airport Road,1150.0,2,90.0,2,176
2933,others,4500.0,9,166.0,9,230
2934,Sarjapur  Road,1263.0,2,78.0,2,194
2935,Kanakpura Road,1299.0,2,85.0,2,127
2936,Banashankari,1330.0,2,78.0,2,26
2937,Devanahalli,1282.0,2,52.43,3,65
2938,others,1853.0,3,82.0,3,230
2939,others,861.0,2,35.0,2,230
2940,Bannerghatta Road,1600.0,3,95.0,3,34
2941,others,1256.0,2,62.8,2,230
2942,others,1390.0,2,80.0,3,230
2943,others,1550.0,2,90.0,3,230
2944,Hebbal,919.0,2,49.0,2,92
2945,Margondanahalli,1625.0,3,80.0,3,162
2946,Gunjur,1195.0,2,44.0,2,85
2947,Yelenahalli,1159.0,2,60.0,2,228
2948,Whitefield,1386.0,3,57.46,3,224
2949,Harlur,1197.0,2,79.0,2,91
2950,Jigani,5950.0,2,226.0,4,113
2951,Bommasandra,1295.0,2,50.28,3,48
2952,others,1310.0,2,37.83,3,230
2953,Whitefield,1132.0,2,79.28,2,224
2954,Hebbal,1645.0,3,135.0,3,92
2955,Whitefield,1200.0,2,45.84,2,224
2956,Marathahalli,1937.0,3,140.0,3,161
2957,Doddathoguru,1015.0,2,33.5,2,70
2958,others,1080.0,2,39.0,2,230
2959,Kathriguppe,1350.0,2,80.99,3,132
2960,Kothanur,1185.0,2,59.0,2,146
2961,Domlur,1720.0,3,135.0,3,71
2962,Tindlu,1500.0,3,87.0,3,213
2963,Yelahanka,1566.0,3,97.0,3,226
2964,others,1500.0,4,110.0,4,230
2965,KR Puram,1290.0,2,49.02,2,115
2966,others,1531.0,3,72.0,3,230
2967,Whitefield,1140.0,2,39.0,2,224
2968,Tumkur Road,1948.5,3,57.76,3,214
2969,Banashankari Stage III,2000.0,4,100.0,4,28
2970,Kaval Byrasandra,1100.0,2,46.0,2,133
2971,others,1200.0,2,55.0,2,230
2972,Bannerghatta,1618.0,3,68.0,3,33
2973,Whitefield,2830.0,5,160.0,4,224
2974,Uttarahalli,1315.0,2,74.0,3,216
2975,Anandapura,1141.0,2,42.75,2,15
2976,AECS Layout,1080.0,2,55.0,2,9
2977,HBR Layout,1200.0,2,60.0,2,87
2978,Varthur,1111.0,2,41.88,2,217
2979,NGR Layout,1022.0,2,45.9,2,167
2980,Bannerghatta Road,1275.0,2,65.0,2,34
2981,others,900.0,2,70.0,2,230
2982,Rachenahalli,1224.0,2,39.2,2,183
2983,Battarahalli,1135.0,2,43.0,2,37
2984,Rachenahalli,1050.0,2,52.1,2,183
2985,Bellandur,1050.0,2,72.0,2,40
2986,Hosa Road,1513.0,3,103.0,3,101
2987,Gottigere,1621.0,3,72.0,3,82
2988,Bannerghatta Road,892.0,2,39.0,2,34
2989,Whitefield,1205.0,2,40.0,2,224
2990,others,1200.0,6,70.0,4,230
2991,Kengeri,726.0,2,35.0,2,135
2992,Horamavu Agara,1079.0,2,41.0,2,98
2993,Begur Road,1170.0,2,46.0,2,39
2994,Doddathoguru,1104.0,2,39.0,2,70
2995,Kanakpura Road,950.0,2,45.0,2,127
2996,Hormavu,4818.0,4,390.0,4,100
2997,others,1650.0,2,52.0,3,230
2998,Kogilu,1559.0,3,127.0,3,142
2999,others,1100.0,2,38.0,2,230
3000,Ramagondanahalli,1215.0,2,45.5,2,187
3001,Talaghattapura,1868.0,3,135.0,3,208
3002,Electronic City,1130.0,2,32.63,2,74
3003,Sarjapur  Road,1691.0,3,98.0,3,194
3004,Ardendale,4355.0,3,350.0,5,19
3005,Hulimavu,1225.0,2,55.0,2,105
3006,JP Nagar,1690.0,3,112.0,3,109
3007,Kasturi Nagar,1896.0,3,125.0,4,131
3008,Sonnenahalli,605.0,1,40.0,1,204
3009,Electronic City Phase II,900.0,2,32.5,2,75
3010,others,750.0,2,50.0,1,230
3011,Ananth Nagar,908.0,2,26.0,2,16
3012,Thanisandra,3216.0,4,226.0,4,209
3013,Iblur Village,1400.0,2,68.0,2,107
3014,Hulimavu,1255.0,2,74.0,2,105
3015,Electronic City,1500.0,2,100.0,3,74
3016,Thanisandra,1296.0,2,72.0,2,209
3017,Horamavu Banaswadi,925.0,2,38.0,2,99
3018,Raja Rajeshwari Nagar,1023.0,2,42.0,2,184
3019,Thanisandra,1020.0,2,44.5,2,209
3020,Choodasandra,1530.0,3,77.0,3,60
3021,Gubbalala,1650.0,3,71.0,3,84
3022,others,1605.0,2,85.0,3,230
3023,Kogilu,1190.0,2,50.66,2,142
3024,Jakkur,1374.0,3,68.0,3,110
3025,6th Phase JP Nagar,1140.0,2,65.0,2,5
3026,Green Glen Layout,1725.0,3,130.0,3,83
3027,Bisuvanahalli,1075.0,2,50.0,3,46
3028,Kannamangala,1574.0,3,93.34,3,128
3029,Sanjay nagar,965.0,1,32.0,1,191
3030,Marathahalli,1550.0,3,83.0,3,161
3031,others,1205.0,2,60.0,2,230
3032,Kambipura,1082.0,2,55.0,3,123
3033,Uttarahalli,1215.0,2,52.85,3,216
3034,others,1200.0,3,46.14,2,230
3035,Ardendale,3198.0,4,250.0,4,19
3036,Kanakpura Road,1452.0,3,60.98,3,127
3037,Electronic City Phase II,1329.0,2,41.0,3,75
3038,others,1125.0,2,44.0,2,230
3039,others,1200.0,2,70.0,2,230
3040,Sarjapur  Road,1350.0,3,39.97,3,194
3041,Hebbal,2600.0,3,195.0,3,92
3042,Pai Layout,1255.0,2,80.0,2,179
3043,others,1904.0,3,155.0,3,230
3044,Somasundara Palya,1329.0,2,70.0,2,202
3045,Chandapura,1200.0,2,60.0,2,55
3046,Murugeshpalya,2135.0,3,160.0,3,165
3047,others,813.0,1,39.0,1,230
3048,others,3884.0,4,240.0,4,230
3049,Doddaballapur,3876.0,3,300.0,3,68
3050,Kalena Agrahara,800.0,2,30.0,2,121
3051,Hormavu,1500.0,3,70.0,3,100
3052,Bannerghatta Road,1880.0,3,95.0,3,34
3053,Electronic City,1440.0,2,55.0,3,74
3054,Akshaya Nagar,1575.0,3,90.0,3,11
3055,others,1630.0,2,97.78,3,230
3056,Yelahanka,1180.0,3,55.0,3,226
3057,others,1090.0,2,36.0,2,230
3058,others,2425.0,4,173.0,4,230
3059,Varthur,1097.0,2,33.82,2,217
3060,Raja Rajeshwari Nagar,1070.0,2,50.0,2,184
3061,Kumaraswami Layout,1000.0,2,58.0,2,149
3062,others,1150.0,2,56.0,2,230
3063,Frazer Town,1900.0,4,145.0,3,77
3064,others,1141.0,2,49.0,2,230
3065,Jigani,937.0,2,44.0,2,113
3066,Green Glen Layout,1075.0,2,60.0,2,83
3067,Panathur,1000.0,2,65.3,2,180
3068,Kasavanhalli,1450.0,3,77.41,3,130
3069,others,936.0,2,43.0,2,230
3070,others,1280.0,2,75.0,2,230
3071,Babusapalaya,1050.0,2,45.0,2,24
3072,Marathahalli,1350.0,2,86.0,2,161
3073,Devanahalli,1174.0,2,59.0,2,65
3074,others,500.0,1,24.0,1,230
3075,Gottigere,1304.0,3,80.0,3,82
3076,Yelahanka,1653.0,3,120.0,3,226
3077,Bisuvanahalli,1075.0,2,52.0,3,46
3078,7th Phase JP Nagar,1212.0,3,42.0,2,6
3079,others,1100.0,2,50.0,2,230
3080,Billekahalli,1140.0,2,50.0,2,44
3081,others,1200.0,2,100.0,2,230
3082,Kudlu Gate,1532.0,3,83.0,3,148
3083,Doddaballapur,2776.0,4,195.0,3,68
3084,Padmanabhanagar,1531.0,2,75.0,3,178
3085,Uttarahalli,1325.0,2,53.0,2,216
3086,Electronic City,1156.0,2,44.0,3,74
3087,Bannerghatta Road,1260.0,2,70.0,2,34
3088,Vittasandra,1934.0,2,90.0,2,223
3089,Malleshpalya,1060.0,2,40.0,2,159
3090,Kasavanhalli,1476.0,3,95.0,3,130
3091,Murugeshpalya,1185.0,2,85.0,2,165
3092,others,1265.0,2,82.0,3,230
3093,others,3200.0,5,150.0,4,230
3094,others,1196.0,2,56.81,2,230
3095,EPIP Zone,1280.0,2,69.0,2,73
3096,Hulimavu,1175.0,2,45.0,2,105
3097,others,1850.0,3,98.0,3,230
3098,Whitefield,1195.0,2,70.0,2,224
3099,Hosur Road,1180.0,2,36.5,2,104
3100,Jakkur,1050.0,2,49.87,2,110
3101,Electronic City,1400.0,2,40.44,3,74
3102,others,2360.0,4,150.0,4,230
3103,others,1030.0,2,77.25,2,230
3104,others,1512.0,1,65.01,2,230
3105,Subramanyapura,929.0,2,48.0,2,205
3106,Jigani,1252.0,3,61.0,3,113
3107,Green Glen Layout,1485.0,3,115.0,3,83
3108,Electronics City Phase 1,1124.0,2,55.0,3,76
3109,Hennur Road,1482.0,2,97.0,3,96
3110,Whitefield,3480.0,4,284.0,3,224
3111,others,2000.0,3,160.0,3,230
3112,Prithvi Layout,1352.0,2,75.0,2,181
3113,Electronic City,1152.0,2,65.0,2,74
3114,others,1575.0,3,93.0,3,230
3115,Hegde Nagar,1965.0,4,125.0,3,94
3116,others,1300.0,2,70.0,3,230
3117,Marathahalli,957.0,2,47.0,2,161
3118,Hoskote,1740.0,3,60.0,3,103
3119,Neeladri Nagar,1060.0,2,35.0,2,173
3120,others,975.0,2,50.0,2,230
3121,Ramamurthy Nagar,1150.0,2,51.0,2,188
3122,Whitefield,1738.0,2,79.0,3,224
3123,Bommanahalli,1250.0,3,55.0,3,47
3124,Bannerghatta Road,1788.0,3,90.0,3,34
3125,Kanakapura,1151.0,2,59.0,2,126
3126,Uttarahalli,1300.0,2,60.0,3,216
3127,others,1380.0,2,75.0,2,230
3128,Hebbal,1645.0,3,117.0,3,92
3129,Babusapalaya,1141.0,2,45.9,2,24
3130,7th Phase JP Nagar,1175.0,2,82.5,2,6
3131,Banashankari Stage V,1355.0,2,61.0,3,29
3132,Dasarahalli,1150.0,2,70.0,2,64
3133,others,1000.0,2,45.0,2,230
3134,Balagere,1007.0,2,65.0,2,25
3135,others,3000.0,5,100.0,4,230
3136,Kothanur,1436.0,3,70.0,3,146
3137,Somasundara Palya,2372.0,3,140.0,3,202
3138,Rayasandra,1016.0,2,58.0,2,189
3139,Dodda Nekkundi,1100.0,2,48.0,2,67
3140,others,1080.0,2,45.0,2,230
3141,Electronic City,1070.0,2,60.0,2,74
3142,Kadubeesanahalli,1532.0,3,115.0,3,116
3143,Hennur,1040.0,2,42.12,2,95
3144,others,3100.0,3,250.0,3,230
3145,Tumkur Road,1675.5,2,48.905,2,214
3146,Thanisandra,1430.0,2,51.6,3,209
3147,others,3262.0,5,205.0,4,230
3148,others,1827.0,3,100.0,3,230
3149,HRBR Layout,1210.0,2,75.0,2,88
3150,others,1500.0,3,95.0,3,230
3151,Hebbal,1251.0,2,88.73,2,92
3152,HSR Layout,1600.0,2,115.0,3,89
3153,Electronic City,1128.0,2,65.5,2,74
3154,Budigere,1820.0,3,93.0,3,52
3155,Thigalarapalya,2072.0,4,159.0,3,210
3156,Raja Rajeshwari Nagar,1510.0,2,59.0,3,184
3157,Hoodi,1925.0,2,114.0,3,97
3158,Thigalarapalya,2072.0,4,147.0,3,210
3159,Kumaraswami Layout,1000.0,2,36.0,2,149
3160,KR Puram,1752.0,3,145.0,3,115
3161,Sahakara Nagar,960.0,2,56.0,2,190
3162,others,1180.0,2,63.0,2,230
3163,Benson Town,2270.0,3,180.0,3,41
3164,Lakshminarayana Pura,1200.0,2,75.0,2,153
3165,Bisuvanahalli,1180.0,2,46.0,3,46
3166,others,1300.0,3,47.0,3,230
3167,Bannerghatta Road,1157.0,2,40.0,2,34
3168,Kanakpura Road,1300.0,3,69.0,3,127
3169,Banashankari Stage III,1305.0,2,59.0,3,28
3170,Jakkur,1290.0,2,80.0,2,110
3171,Hoskote,1170.0,2,45.0,2,103
3172,Yelachenahalli,1400.0,2,78.0,2,225
3173,others,1155.0,2,60.0,3,230
3174,Hormavu,1725.0,3,85.0,3,100
3175,Kanakpura Road,700.0,2,40.0,2,127
3176,Hoodi,1112.0,2,88.0,2,97
3177,Somasundara Palya,1178.0,2,78.0,2,202
3178,others,1274.0,2,81.0,2,230
3179,Doddathoguru,915.0,2,32.0,2,70
3180,others,1540.0,3,68.0,3,230
3181,others,1206.0,2,38.5,2,230
3182,Nehru Nagar,2342.0,3,115.0,4,174
3183,others,1200.0,2,55.0,3,230
3184,Yelenahalli,1056.0,2,33.0,2,228
3185,Raja Rajeshwari Nagar,4800.0,8,225.0,8,184
3186,Kanakpura Road,1450.0,3,54.3,3,127
3187,others,1161.0,2,36.69,2,230
3188,others,1097.0,2,65.0,2,230
3189,Uttarahalli,850.0,2,35.0,2,216
3190,Green Glen Layout,1715.0,3,115.0,3,83
3191,Electronic City,1200.0,2,59.0,2,74
3192,8th Phase JP Nagar,1080.0,2,38.0,2,7
3193,Kasavanhalli,1200.0,2,50.3,2,130
3194,Banashankari,1400.0,2,78.0,3,26
3195,Kanakpura Road,648.5,1,19.695,1,127
3196,Marathahalli,1230.0,2,57.0,2,161
3197,Kalyan nagar,1640.0,3,88.0,3,122
3198,Banashankari,1700.0,3,125.0,3,26
3199,Bommasandra,1478.0,2,44.0,3,48
3200,Banashankari,1020.0,2,40.79,2,26
3201,Yelahanka,1275.0,2,95.0,3,226
3202,Kanakapura,1110.0,2,38.85,2,126
3203,Uttarahalli,1627.86,3,88.0,3,216
3204,others,620.0,2,22.0,2,230
3205,Hosa Road,1133.0,2,52.0,2,101
3206,Hennur Road,1182.0,2,82.5,2,96
3207,Tumkur Road,1500.0,3,100.0,3,214
3208,Marathahalli,1200.0,2,58.0,2,161
3209,Raja Rajeshwari Nagar,1128.0,2,48.79,2,184
3210,Amruthahalli,1100.0,2,45.0,2,14
3211,Kengeri Satellite Town,635.0,1,22.0,2,136
3212,Ardendale,2062.0,3,140.0,4,19
3213,Thanisandra,1874.0,4,130.0,3,209
3214,Old Madras Road,1171.0,2,75.0,2,177
3215,Sarjapur,2020.0,3,85.0,3,193
3216,8th Phase JP Nagar,1059.0,2,34.5,2,7
3217,Panathur,1315.0,2,59.1,3,180
3218,Jakkur,1760.0,3,110.0,3,110
3219,Hennur Road,1192.0,2,62.0,3,96
3220,Hebbal,1645.0,3,121.0,3,92
3221,Whitefield,1250.0,2,72.0,2,224
3222,Whitefield,971.0,1,34.385,1,224
3223,Whitefield,1340.0,2,77.0,2,224
3224,Hosa Road,1369.1,2,104.0,2,101
3225,others,1355.0,2,75.0,2,230
3226,Bannerghatta Road,1150.0,2,65.0,2,34
3227,Kanakapura,1938.0,3,113.0,3,126
3228,Begur Road,2462.0,4,124.0,4,39
3229,Budigere,1636.0,3,85.0,3,52
3230,Akshaya Nagar,1430.0,2,75.0,3,11
3231,others,2000.0,3,85.0,3,230
3232,Electronic City Phase II,993.0,2,50.0,3,75
3233,Kanakpura Road,1700.0,3,88.0,3,127
3234,Yelahanka,1270.0,2,78.0,2,226
3235,Anjanapura,1500.0,3,121.0,3,18
3236,Marathahalli,1650.0,3,86.45,3,161
3237,Panathur,1109.0,2,63.0,2,180
3238,others,1280.0,2,49.75,2,230
3239,Sarjapur,2885.0,3,185.0,4,193
3240,Kothanur,1462.0,3,71.0,3,146
3241,Marathahalli,607.0,1,35.0,1,161
3242,Varthur,4500.0,5,300.0,4,217
3243,JP Nagar,3000.0,4,140.0,4,109
3244,Electronic City Phase II,1418.0,3,52.47,3,75
3245,others,4200.0,1,160.0,2,230
3246,EPIP Zone,1125.0,2,65.0,2,73
3247,CV Raman Nagar,1825.0,3,126.0,3,53
3248,Whitefield,1320.0,2,79.5,2,224
3249,JP Nagar,3000.0,4,140.0,4,109
3250,Whitefield,750.0,2,52.7,2,224
3251,Yelahanka,1400.0,2,80.54,3,226
3252,Rajaji Nagar,5000.0,4,375.0,4,185
3253,Mahadevpura,3295.0,4,260.0,5,156
3254,Whitefield,1200.0,3,61.96,3,224
3255,others,965.0,2,48.0,2,230
3256,KR Puram,1100.0,2,43.0,2,115
3257,Whitefield,1180.0,2,41.0,2,224
3258,HSR Layout,1145.0,2,48.0,2,89
3259,others,1215.0,2,49.85,2,230
3260,Hegde Nagar,1200.0,2,75.0,2,94
3261,Kenchenahalli,1015.0,2,58.0,2,134
3262,Kaggalipura,2400.0,3,165.0,3,119
3263,7th Phase JP Nagar,3300.0,4,160.0,3,6
3264,others,1076.0,2,52.0,2,230
3265,Hebbal Kempapura,1300.0,2,102.0,2,93
3266,Hosa Road,1512.0,3,123.0,3,101
3267,Yeshwanthpur,875.0,1,41.745,1,229
3268,Hormavu,1153.0,2,65.0,2,100
3269,others,2080.0,2,150.0,2,230
3270,Hulimavu,1255.0,2,69.0,2,105
3271,Marathahalli,1583.0,3,109.0,3,161
3272,others,1505.0,2,90.0,2,230
3273,Kathriguppe,1365.0,2,75.08,3,132
3274,others,1200.0,3,95.75,3,230
3275,others,1810.0,4,148.0,3,230
3276,Magadi Road,440.0,1,35.0,1,155
3277,Subramanyapura,975.0,2,63.0,2,205
3278,others,1250.0,2,39.0,2,230
3279,others,1530.0,2,97.0,3,230
3280,Kereguddadahalli,1300.0,2,39.0,3,137
3281,Channasandra,1115.0,2,40.0,2,56
3282,Sarjapur  Road,1308.0,2,83.0,2,194
3283,Uttarahalli,1490.0,2,59.6,3,216
3284,Bannerghatta Road,10000.0,4,450.0,4,34
3285,Sarjapur  Road,1592.0,3,91.0,3,194
3286,Raja Rajeshwari Nagar,1267.0,2,42.85,2,184
3287,Balagere,656.0,1,53.0,1,25
3288,Chandapura,1200.0,1,36.0,2,55
3289,Thanisandra,1698.0,3,102.0,3,209
3290,others,1500.0,3,70.0,3,230
3291,others,2000.0,5,80.0,4,230
3292,Electronic City,1152.0,2,65.75,2,74
3293,Raja Rajeshwari Nagar,550.0,1,21.0,1,184
3294,others,900.0,2,42.0,2,230
3295,others,1410.0,2,45.12,3,230
3296,Akshaya Nagar,1419.0,2,73.0,3,11
3297,AECS Layout,1800.0,3,65.0,3,9
3298,Gottigere,990.0,2,40.0,2,82
3299,Sarjapur  Road,1016.0,2,45.0,2,194
3300,Bannerghatta Road,1100.0,2,39.0,2,34
3301,Whitefield,1095.0,2,35.0,2,224
3302,others,2000.0,3,85.0,3,230
3303,Budigere,1444.0,2,70.0,2,52
3304,Whitefield,1415.0,2,67.0,2,224
3305,others,1600.0,3,72.0,3,230
3306,Whitefield,1105.0,2,41.36,2,224
3307,Electronic City,1225.0,3,45.03,3,74
3308,Dasarahalli,2400.0,3,150.0,7,64
3309,Talaghattapura,1856.0,3,135.0,3,208
3310,others,2100.0,6,71.0,6,230
3311,Sarjapur  Road,1150.0,2,77.0,2,194
3312,Whitefield,2919.0,2,113.19,3,224
3313,5th Phase JP Nagar,1485.0,2,67.0,3,4
3314,others,2500.0,3,75.0,3,230
3315,Whitefield,1200.0,2,45.0,2,224
3316,Hennur Road,1036.0,2,59.46,2,96
3317,Whitefield,3445.0,5,270.0,4,224
3318,others,1400.0,2,80.0,2,230
3319,Bommanahalli,1110.0,2,33.0,2,47
3320,Kodichikkanahalli,1150.0,2,48.0,2,138
3321,Kenchenahalli,715.0,1,45.0,1,134
3322,Jakkur,2283.0,4,130.0,4,110
3323,Hormavu,1453.0,2,43.58,3,100
3324,Nagarbhavi,1400.0,2,85.0,3,169
3325,Padmanabhanagar,1400.0,3,65.0,3,178
3326,Whitefield,1700.0,3,140.0,3,224
3327,Kanakpura Road,1591.0,3,120.0,3,127
3328,Nagarbhavi,1515.0,2,79.0,3,169
3329,Marathahalli,2500.0,3,200.0,5,161
3330,Yeshwanthpur,1382.0,2,76.18,3,229
3331,others,1100.0,2,38.0,2,230
3332,Banashankari Stage II,1500.0,2,120.0,3,27
3333,Yelahanka,1391.0,2,64.5,3,226
3334,Begur Road,1160.0,2,42.92,2,39
3335,Chandapura,620.0,1,27.0,1,55
3336,Whitefield,4827.0,4,400.0,4,224
3337,Kanakpura Road,1482.0,3,60.98,3,127
3338,Whitefield,1405.0,2,84.5,2,224
3339,Gunjur,1190.0,2,40.0,2,85
3340,Harlur,1174.0,2,78.0,2,91
3341,Seegehalli,1155.0,2,72.0,2,198
3342,Thanisandra,1411.0,3,93.04,3,209
3343,others,745.0,2,50.0,2,230
3344,Kereguddadahalli,1000.0,2,30.0,2,137
3345,Jigani,923.0,2,50.0,2,113
3346,Yeshwanthpur,1000.0,2,32.0,2,229
3347,Battarahalli,1276.0,2,45.0,2,37
3348,others,1460.0,3,70.0,3,230
3349,others,1355.0,2,95.0,2,230
3350,others,833.0,1,49.0,1,230
3351,Ramamurthy Nagar,1200.0,2,48.0,2,188
3352,Yeshwanthpur,669.0,1,36.85,1,229
3353,7th Phase JP Nagar,2200.0,4,105.0,3,6
3354,Koramangala,1594.0,3,125.0,3,144
3355,Kothanur,1790.0,3,105.0,3,146
3356,NGR Layout,1020.0,2,45.0,2,167
3357,others,1037.0,2,36.28,2,230
3358,Whitefield,1345.0,2,57.0,3,224
3359,Kodichikkanahalli,1070.0,2,43.0,2,138
3360,Yeshwanthpur,1385.0,2,76.18,3,229
3361,Kanakpura Road,1207.0,2,79.9,2,127
3362,Varthur,1140.0,2,55.5,2,217
3363,others,1220.0,2,68.0,2,230
3364,Iblur Village,3596.0,5,252.0,4,107
3365,Sarjapur  Road,1965.0,3,120.0,3,194
3366,Koramangala,1760.0,2,115.0,3,144
3367,Haralur Road,1225.0,2,70.0,2,90
3368,Marathahalli,1075.0,2,52.43,2,161
3369,Panathur,1000.0,2,68.0,2,180
3370,Yelahanka,1322.0,2,86.0,2,226
3371,Bellandur,3600.0,4,260.0,4,40
3372,AECS Layout,1045.0,2,36.58,2,9
3373,others,1545.0,3,85.0,3,230
3374,Thanisandra,1996.0,3,135.0,3,209
3375,Brookefield,1125.0,2,70.0,2,51
3376,Mysore Road,1560.0,3,115.0,3,166
3377,others,2000.0,2,85.0,3,230
3378,others,780.0,2,35.0,2,230
3379,others,1350.0,2,110.0,2,230
3380,Sarjapur  Road,2275.0,4,180.0,3,194
3381,others,1350.0,2,41.0,2,230
3382,Dasanapura,708.0,1,28.32,1,63
3383,Hoodi,1400.0,2,82.0,2,97
3384,Bellandur,1310.0,2,72.0,2,40
3385,BTM Layout,3300.0,6,165.0,6,23
3386,Electronics City Phase 1,1175.0,2,57.0,2,76
3387,Chikkalasandra,1428.0,2,80.0,3,59
3388,8th Phase JP Nagar,1080.0,2,35.0,2,7
3389,others,1200.0,2,68.0,3,230
3390,Bommasandra Industrial Area,1320.0,2,38.13,3,49
3391,others,1842.0,3,115.0,3,230
3392,Sector 2 HSR Layout,1146.0,2,55.0,2,196
